timestamp,junction,vehicle_count,queue_length,average_speed,average_waiting,congestion_level
711.0,J3,12,8,2.34,14.67,HIGH
711.0,J4,10,7,3.12,17.1,CRITICAL
716.0,J1,10,6,3.4,13.7,HIGH
716.0,J2,17,12,2.99,16.94,CRITICAL
716.0,J3,13,9,3.79,16.92,CRITICAL
716.0,J4,11,7,4.82,18.73,HIGH
721.0,J1,12,6,6.16,4.67,HIGH
721.0,J2,13,9,2.72,11.0,HIGH
721.0,J3,10,5,2.58,6.7,HIGH
721.0,J4,7,4,3.23,7.71,HIGH
726.0,J1,12,3,7.58,0.75,MODERATE
726.0,J2,16,2,6.63,0.44,HIGH
726.0,J3,13,3,8.46,0.85,MODERATE
726.0,J4,10,2,9.27,0.7,MODERATE
731.0,J1,14,5,7.97,2.0,MODERATE
731.0,J2,18,3,8.44,1.22,MODERATE
731.0,J3,17,4,9.01,1.59,MODERATE
731.0,J4,16,2,8.9,1.06,MODERATE
736.0,J1,16,6,7.49,3.38,HIGH
736.0,J2,18,4,8.94,2.22,MODERATE
736.0,J3,14,4,9.16,3.36,MODERATE
736.0,J4,17,4,8.48,1.88,MODERATE
741.0,J1,16,6,7.22,5.25,HIGH
741.0,J2,13,4,7.31,4.62,MODERATE
741.0,J3,14,5,7.71,4.93,MODERATE
741.0,J4,14,3,8.18,3.36,MODERATE
746.0,J1,12,6,3.98,9.5,HIGH
746.0,J2,11,5,6.22,7.64,HIGH
746.0,J3,12,5,5.93,7.83,HIGH
746.0,J4,16,3,9.2,3.88,MODERATE
751.0,J1,13,9,3.8,11.77,HIGH
751.0,J2,8,5,4.43,13.62,HIGH
751.0,J3,11,6,5.33,11.09,HIGH
751.0,J4,9,4,5.52,8.78,HIGH
756.0,J1,12,9,3.03,16.25,CRITICAL
756.0,J2,11,6,5.07,12.55,HIGH
756.0,J3,12,6,5.06,12.67,HIGH
756.0,J4,10,4,7.27,9.9,MODERATE
761.0,J1,15,9,3.96,16.0,CRITICAL
761.0,J2,8,6,2.49,21.0,CRITICAL
761.0,J3,14,8,4.75,13.29,HIGH
761.0,J4,6,4,2.17,19.83,CRITICAL
766.0,J1,12,7,2.64,10.42,HIGH
766.0,J2,7,2,6.5,2.14,HIGH
766.0,J3,9,4,5.39,6.44,HIGH
766.0,J4,6,1,6.11,0.5,HIGH
771.0,J1,13,2,5.23,0.77,HIGH
771.0,J2,12,2,8.84,0.5,MODERATE
771.0,J3,13,3,6.34,0.62,HIGH
771.0,J4,10,2,8.87,0.6,MODERATE
776.0,J1,13,3,7.11,1.69,MODERATE
776.0,J2,15,3,8.87,1.27,MODERATE
776.0,J3,13,4,8.03,2.08,MODERATE
776.0,J4,10,2,9.45,1.6,MODERATE
781.0,J1,18,3,9.4,2.06,MODERATE
781.0,J2,16,4,8.37,2.38,MODERATE
781.0,J3,13,4,8.22,3.62,MODERATE
781.0,J4,12,3,8.27,2.17,MODERATE
786.0,J1,12,5,7.01,4.5,MODERATE
786.0,J2,19,5,8.2,3.16,MODERATE
786.0,J3,10,5,5.91,6.8,HIGH
786.0,J4,9,3,7.66,4.56,MODERATE
791.0,J1,9,5,5.47,8.33,HIGH
791.0,J2,17,6,6.42,5.12,HIGH
791.0,J3,11,5,5.11,8.45,HIGH
791.0,J4,8,3,6.5,7.0,HIGH
796.0,J1,10,5,4.97,10.0,HIGH
796.0,J2,17,8,5.18,7.35,HIGH
796.0,J3,11,6,3.86,11.09,HIGH
796.0,J4,8,4,5.54,9.38,HIGH
801.0,J1,11,7,4.25,11.64,HIGH
801.0,J2,13,9,3.14,12.92,HIGH
801.0,J3,13,7,5.3,12.08,HIGH
801.0,J4,8,4,6.31,11.88,HIGH
806.0,J1,11,7,4.2,14.55,HIGH
806.0,J2,17,10,4.15,12.71,HIGH
806.0,J3,13,7,4.47,14.77,HIGH
806.0,J4,9,5,4.61,13.0,HIGH
811.0,J1,11,4,5.01,6.18,HIGH
811.0,J2,14,8,3.18,10.36,HIGH
811.0,J3,9,5,3.88,7.22,HIGH
811.0,J4,5,2,7.69,5.2,MODERATE
816.0,J1,13,3,7.06,0.62,MODERATE
816.0,J2,17,3,5.2,0.41,HIGH
816.0,J3,11,1,7.95,0.55,MODERATE
816.0,J4,6,0,9.49,0.0,MODERATE
821.0,J1,14,3,8.27,1.64,MODERATE
821.0,J2,18,3,8.88,1.22,MODERATE
821.0,J3,20,2,10.41,0.65,LOW
821.0,J4,12,1,11.54,0.25,LOW
826.0,J1,16,4,8.47,2.56,MODERATE
826.0,J2,18,4,8.9,2.28,MODERATE
826.0,J3,17,2,9.47,1.35,MODERATE
826.0,J4,13,1,10.91,0.62,LOW
831.0,J1,14,5,6.43,4.57,HIGH
831.0,J2,15,4,8.58,4.07,MODERATE
831.0,J3,11,3,8.33,3.27,MODERATE
831.0,J4,14,1,9.88,0.93,MODERATE
836.0,J1,14,6,5.86,6.71,HIGH
836.0,J2,10,5,5.35,8.3,HIGH
836.0,J3,13,4,6.97,4.0,HIGH
836.0,J4,8,2,7.89,2.88,MODERATE
841.0,J1,13,8,4.85,9.62,HIGH
841.0,J2,10,5,6.32,10.8,HIGH
841.0,J3,11,5,6.39,6.55,HIGH
841.0,J4,11,2,9.22,3.0,MODERATE
846.0,J1,13,7,4.56,12.31,HIGH
846.0,J2,12,5,5.47,11.08,HIGH
846.0,J3,12,5,7.25,7.92,MODERATE
846.0,J4,7,2,8.14,6.14,MODERATE
851.0,J1,14,8,4.25,14.21,HIGH
851.0,J2,12,6,6.12,13.5,HIGH
851.0,J3,11,5,5.43,10.91,HIGH
851.0,J4,7,4,5.55,8.0,HIGH
856.0,J1,11,5,4.32,7.45,HIGH
856.0,J2,11,2,5.15,2.82,HIGH
856.0,J3,10,4,6.96,6.6,HIGH
856.0,J4,8,1,8.35,1.0,MODERATE
861.0,J1,11,2,6.37,0.18,HIGH
861.0,J2,14,4,7.02,0.64,MODERATE
861.0,J3,12,2,7.29,0.25,MODERATE
861.0,J4,9,3,5.13,0.89,HIGH
866.0,J1,15,2,8.85,0.8,MODERATE
866.0,J2,22,6,8.04,1.55,HIGH
866.0,J3,17,5,8.98,1.06,MODERATE
866.0,J4,17,5,8.93,1.76,MODERATE
871.0,J1,16,3,9.82,1.62,MODERATE
871.0,J2,20,7,7.15,3.35,HIGH
871.0,J3,13,5,7.7,3.0,MODERATE
871.0,J4,14,5,7.86,3.93,MODERATE
876.0,J1,11,3,7.65,3.73,MODERATE
876.0,J2,21,7,7.08,4.86,HIGH
876.0,J3,12,6,5.65,5.33,HIGH
876.0,J4,13,6,6.59,6.38,HIGH
881.0,J1,10,4,5.61,6.1,HIGH
881.0,J2,19,9,5.65,7.42,HIGH
881.0,J3,11,6,4.66,8.45,HIGH
881.0,J4,12,6,5.54,9.42,HIGH
886.0,J1,10,5,6.41,8.3,HIGH
886.0,J2,18,10,4.81,10.33,HIGH
886.0,J3,12,6,4.74,10.25,HIGH
886.0,J4,10,6,4.65,14.3,HIGH
891.0,J1,10,5,4.65,10.8,HIGH
891.0,J2,18,11,3.98,13.11,CRITICAL
891.0,J3,13,7,4.69,12.08,HIGH
891.0,J4,11,7,3.69,15.82,CRITICAL
896.0,J1,12,6,4.88,11.5,HIGH
896.0,J2,18,13,3.44,16.22,CRITICAL
896.0,J3,11,10,1.08,17.82,CRITICAL
896.0,J4,10,7,3.82,20.9,CRITICAL
1.0,J1,2,0,13.9,0.0,LOW
1.0,J2,2,0,12.73,0.0,LOW
1.0,J3,3,0,13.61,0.0,LOW
1.0,J4,2,0,13.11,0.0,LOW
6.0,J1,3,0,12.41,0.0,LOW
6.0,J2,3,0,11.44,0.0,LOW
6.0,J3,3,0,12.6,0.0,LOW
6.0,J4,2,0,12.17,0.0,LOW
11.0,J1,5,0,8.87,0.0,MODERATE
11.0,J2,4,1,10.02,0.25,LOW
11.0,J3,5,1,8.76,0.2,MODERATE
11.0,J4,3,0,9.25,0.0,MODERATE
16.0,J1,5,3,3.79,1.8,HIGH
16.0,J2,5,1,9.69,1.2,MODERATE
16.0,J3,3,1,8.26,2.0,MODERATE
16.0,J4,5,1,10.22,0.8,LOW
21.0,J1,9,3,7.89,2.22,MODERATE
21.0,J2,4,1,6.58,2.75,HIGH
21.0,J3,7,2,8.68,1.71,MODERATE
21.0,J4,3,1,8.85,3.0,MODERATE
26.0,J1,8,3,4.79,4.38,HIGH
26.0,J2,7,2,7.94,2.71,MODERATE
26.0,J3,9,2,7.92,2.44,MODERATE
26.0,J4,8,1,9.18,1.75,MODERATE
31.0,J1,9,6,4.37,6.33,HIGH
31.0,J2,7,2,8.23,4.14,MODERATE
31.0,J3,7,3,7.04,5.0,MODERATE
31.0,J4,7,2,7.38,3.43,MODERATE
36.0,J1,10,6,4.78,8.4,HIGH
36.0,J2,9,3,8.43,4.67,MODERATE
36.0,J3,10,4,6.8,5.1,HIGH
36.0,J4,8,2,9.76,4.25,MODERATE
41.0,J1,12,6,4.86,9.5,HIGH
41.0,J2,8,3,7.37,7.12,MODERATE
41.0,J3,10,5,6.11,7.1,HIGH
41.0,J4,7,2,7.35,6.29,MODERATE
46.0,J1,13,5,3.55,6.23,HIGH
46.0,J2,7,2,5.45,2.29,HIGH
46.0,J3,9,3,6.43,3.56,HIGH
46.0,J4,5,1,4.74,0.8,HIGH
51.0,J1,11,2,4.63,0.91,HIGH
51.0,J2,9,2,7.32,0.78,MODERATE
51.0,J3,10,2,6.83,0.8,HIGH
51.0,J4,9,2,9.26,0.67,MODERATE
56.0,J1,12,3,7.07,1.83,MODERATE
56.0,J2,15,3,8.51,1.4,MODERATE
56.0,J3,13,4,8.1,2.08,MODERATE
56.0,J4,10,2,9.77,1.6,MODERATE
61.0,J1,17,3,8.97,2.18,MODERATE
61.0,J2,17,4,8.14,2.18,MODERATE
61.0,J3,12,5,7.2,3.92,MODERATE
61.0,J4,12,4,8.61,2.33,MODERATE
66.0,J1,14,5,6.92,4.0,HIGH
66.0,J2,18,5,8.0,3.28,MODERATE
66.0,J3,13,5,7.15,5.31,MODERATE
66.0,J4,10,3,8.38,4.3,MODERATE
71.0,J1,10,5,5.83,7.9,HIGH
71.0,J2,18,6,6.2,4.83,HIGH
71.0,J3,9,5,3.83,10.44,HIGH
71.0,J4,6,3,4.75,9.67,HIGH
76.0,J1,10,5,4.81,10.4,HIGH
76.0,J2,16,8,5.01,7.94,HIGH
76.0,J3,10,6,2.93,12.2,HIGH
76.0,J4,8,4,5.66,9.62,HIGH
81.0,J1,13,7,5.46,10.23,HIGH
81.0,J2,14,9,3.56,12.21,HIGH
81.0,J3,11,8,3.49,14.27,HIGH
81.0,J4,6,4,4.05,16.17,HIGH
86.0,J1,12,7,4.83,13.83,HIGH
86.0,J2,17,10,4.54,12.88,HIGH
86.0,J3,13,8,4.2,14.85,HIGH
86.0,J4,9,5,4.51,13.22,HIGH
91.0,J1,10,4,5.17,7.4,HIGH
91.0,J2,15,8,3.13,9.67,HIGH
91.0,J3,9,4,5.39,7.33,HIGH
91.0,J4,6,2,8.12,4.33,MODERATE
96.0,J1,11,3,6.7,0.55,HIGH
96.0,J2,18,4,5.07,0.67,HIGH
96.0,J3,10,0,8.39,0.0,MODERATE
96.0,J4,8,0,9.71,0.0,MODERATE
101.0,J1,14,3,8.72,1.5,MODERATE
101.0,J2,19,4,8.02,1.68,MODERATE
101.0,J3,20,2,11.4,0.3,LOW
101.0,J4,12,2,10.13,0.58,LOW
106.0,J1,14,4,8.0,2.93,MODERATE
106.0,J2,19,5,8.77,2.84,MODERATE
106.0,J3,16,2,9.62,1.0,MODERATE
106.0,J4,15,2,10.35,1.13,LOW
111.0,J1,15,5,7.47,4.27,MODERATE
111.0,J2,14,5,7.77,5.64,MODERATE
111.0,J3,13,3,9.72,2.31,MODERATE
111.0,J4,15,2,10.39,1.8,LOW
116.0,J1,11,6,4.54,8.27,HIGH
116.0,J2,11,5,4.89,9.45,HIGH
116.0,J3,9,3,6.07,5.0,HIGH
116.0,J4,11,3,9.01,3.45,MODERATE
121.0,J1,13,7,4.92,9.31,HIGH
121.0,J2,11,6,5.81,12.09,HIGH
121.0,J3,11,5,7.01,5.91,MODERATE
121.0,J4,11,3,8.64,4.82,MODERATE
126.0,J1,12,7,4.23,13.0,HIGH
126.0,J2,13,7,5.09,12.62,HIGH
126.0,J3,12,5,7.35,7.17,MODERATE
126.0,J4,7,3,7.13,9.71,MODERATE
131.0,J1,13,8,3.72,15.0,CRITICAL
131.0,J2,13,7,6.04,15.31,HIGH
131.0,J3,11,5,5.47,10.09,HIGH
131.0,J4,9,5,5.75,9.33,HIGH
136.0,J1,11,5,4.57,7.09,HIGH
136.0,J2,11,2,4.97,2.73,HIGH
136.0,J3,9,3,7.17,3.89,MODERATE
136.0,J4,8,1,8.21,0.75,MODERATE
141.0,J1,12,2,7.17,0.17,MODERATE
141.0,J2,15,3,7.33,0.73,MODERATE
141.0,J3,11,2,7.83,0.45,MODERATE
141.0,J4,10,2,6.13,0.8,HIGH
146.0,J1,13,2,9.05,0.92,MODERATE
146.0,J2,21,7,8.18,1.76,HIGH
146.0,J3,13,5,7.88,1.62,MODERATE
146.0,J4,14,5,8.39,2.29,MODERATE
151.0,J1,14,3,9.8,1.86,MODERATE
151.0,J2,21,8,7.69,3.29,HIGH
151.0,J3,12,5,6.75,3.5,HIGH
151.0,J4,12,5,7.29,4.75,MODERATE
156.0,J1,11,3,7.48,3.73,MODERATE
156.0,J2,17,7,6.42,6.12,HIGH
156.0,J3,12,6,5.39,5.58,HIGH
156.0,J4,11,6,5.91,7.73,HIGH
161.0,J1,9,4,5.63,6.44,HIGH
161.0,J2,17,8,5.27,8.29,HIGH
161.0,J3,10,6,4.35,9.6,HIGH
161.0,J4,10,6,4.58,11.5,HIGH
166.0,J1,9,5,5.66,8.89,HIGH
166.0,J2,18,10,4.51,10.28,HIGH
166.0,J3,12,7,4.17,10.5,HIGH
166.0,J4,10,6,4.33,14.5,HIGH
171.0,J1,9,5,3.97,11.67,HIGH
171.0,J2,17,10,3.84,13.76,CRITICAL
171.0,J3,12,7,3.94,13.33,HIGH
171.0,J4,11,7,3.61,16.0,CRITICAL
176.0,J1,11,6,4.25,12.18,HIGH
176.0,J2,18,12,3.56,16.06,CRITICAL
176.0,J3,10,9,0.24,19.9,CRITICAL
176.0,J4,10,7,3.91,21.1,CRITICAL
181.0,J1,9,5,5.67,5.78,HIGH
181.0,J2,14,9,3.65,10.21,HIGH
181.0,J3,9,5,5.09,5.67,HIGH
181.0,J4,7,3,4.47,7.29,HIGH
186.0,J1,11,2,7.97,0.27,MODERATE
186.0,J2,16,2,6.41,0.31,HIGH
186.0,J3,12,1,9.11,0.08,MODERATE
186.0,J4,10,2,9.22,0.4,MODERATE
191.0,J1,10,2,8.43,1.3,MODERATE
191.0,J2,17,3,9.81,1.12,MODERATE
191.0,J3,15,2,10.77,0.73,LOW
191.0,J4,14,2,10.44,1.0,LOW
196.0,J1,13,3,9.13,2.15,MODERATE
196.0,J2,16,3,9.18,2.12,MODERATE
196.0,J3,12,3,9.03,1.92,MODERATE
196.0,J4,16,2,9.83,1.5,MODERATE
201.0,J1,12,4,7.62,3.83,MODERATE
201.0,J2,13,4,8.17,4.15,MODERATE
201.0,J3,14,3,9.4,2.71,MODERATE
201.0,J4,17,3,9.69,2.18,MODERATE
206.0,J1,10,4,5.92,6.6,HIGH
206.0,J2,10,4,7.44,7.4,MODERATE
206.0,J3,10,4,7.51,5.4,MODERATE
206.0,J4,14,3,9.13,3.71,MODERATE
211.0,J1,11,7,4.13,8.45,HIGH
211.0,J2,10,5,6.11,9.6,HIGH
211.0,J3,10,4,5.63,7.4,HIGH
211.0,J4,10,3,8.5,6.7,MODERATE
216.0,J1,11,7,4.38,11.36,HIGH
216.0,J2,9,5,4.75,13.44,HIGH
216.0,J3,9,5,5.87,10.89,HIGH
216.0,J4,7,4,5.59,12.0,HIGH
221.0,J1,13,7,3.94,12.31,HIGH
221.0,J2,10,6,4.22,15.0,HIGH
221.0,J3,11,6,5.24,11.36,HIGH
221.0,J4,9,4,6.49,11.56,HIGH
226.0,J1,12,5,2.98,6.83,HIGH
226.0,J2,8,2,6.17,3.25,HIGH
226.0,J3,8,3,2.83,5.25,HIGH
226.0,J4,5,1,3.57,2.4,HIGH
231.0,J1,12,2,5.47,0.67,HIGH
231.0,J2,11,3,6.9,1.09,HIGH
231.0,J3,11,2,7.21,0.45,MODERATE
231.0,J4,9,3,8.35,1.56,MODERATE
236.0,J1,15,2,8.74,1.2,MODERATE
236.0,J2,19,4,9.25,1.58,MODERATE
236.0,J3,12,3,9.3,1.67,MODERATE
236.0,J4,13,3,9.36,2.23,MODERATE
241.0,J1,17,3,9.69,1.88,MODERATE
241.0,J2,18,5,8.4,2.83,MODERATE
241.0,J3,13,4,7.64,2.77,MODERATE
241.0,J4,11,5,6.7,4.27,HIGH
246.0,J1,12,5,6.97,4.17,HIGH
246.0,J2,18,6,7.27,4.33,HIGH
246.0,J3,10,4,7.11,5.6,MODERATE
246.0,J4,13,4,8.36,5.15,MODERATE
251.0,J1,10,5,6.06,7.1,HIGH
251.0,J2,18,7,6.55,6.17,HIGH
251.0,J3,10,5,4.78,7.8,HIGH
251.0,J4,8,4,5.31,10.88,HIGH
256.0,J1,10,5,4.21,9.6,HIGH
256.0,J2,14,9,3.14,10.93,HIGH
256.0,J3,8,6,2.92,13.38,HIGH
256.0,J4,8,5,3.77,13.75,HIGH
261.0,J1,10,6,3.91,12.4,HIGH
261.0,J2,16,10,3.95,12.62,CRITICAL
261.0,J3,11,8,2.8,12.64,HIGH
261.0,J4,9,5,5.72,15.0,HIGH
266.0,J1,12,7,5.13,12.92,HIGH
266.0,J2,15,11,2.14,16.93,CRITICAL
266.0,J3,12,7,4.8,14.5,HIGH
266.0,J4,10,6,3.94,16.2,CRITICAL
271.0,J1,11,5,4.98,6.36,HIGH
271.0,J2,14,8,3.43,10.07,HIGH
271.0,J3,10,5,3.71,8.6,HIGH
271.0,J4,6,2,7.9,4.17,MODERATE
276.0,J1,9,2,6.7,0.67,HIGH
276.0,J2,17,2,4.87,0.29,HIGH
276.0,J3,14,2,7.71,0.14,MODERATE
276.0,J4,9,1,9.7,0.11,MODERATE
281.0,J1,12,4,7.47,1.75,MODERATE
281.0,J2,19,4,8.01,1.11,MODERATE
281.0,J3,21,4,8.9,0.71,MODERATE
281.0,J4,15,2,10.87,0.6,LOW
286.0,J1,13,4,7.14,3.15,MODERATE
286.0,J2,18,4,9.65,2.28,MODERATE
286.0,J3,17,4,8.79,1.94,MODERATE
286.0,J4,14,3,9.87,1.43,MODERATE
291.0,J1,15,5,7.02,4.2,MODERATE
291.0,J2,14,4,7.14,4.36,MODERATE
291.0,J3,14,4,7.98,3.79,MODERATE
291.0,J4,15,3,9.35,2.33,MODERATE
296.0,J1,15,6,5.64,6.0,HIGH
296.0,J2,10,5,6.35,8.5,HIGH
296.0,J3,12,5,6.01,6.5,HIGH
296.0,J4,10,3,8.63,5.0,MODERATE
301.0,J1,14,7,5.23,8.64,HIGH
301.0,J2,12,5,5.39,9.17,HIGH
301.0,J3,12,6,5.74,8.83,HIGH
301.0,J4,12,3,8.11,5.42,MODERATE
306.0,J1,12,8,3.11,13.17,HIGH
306.0,J2,12,6,6.12,11.67,HIGH
306.0,J3,13,6,5.74,10.46,HIGH
306.0,J4,9,4,6.33,9.33,HIGH
311.0,J1,13,10,2.55,15.69,CRITICAL
311.0,J2,14,6,5.52,12.14,HIGH
311.0,J3,11,7,4.35,15.36,HIGH
311.0,J4,10,4,7.82,10.4,HIGH
316.0,J1,10,6,3.51,9.3,HIGH
316.0,J2,9,2,7.05,2.22,MODERATE
316.0,J3,10,3,5.8,5.1,HIGH
316.0,J4,7,0,7.59,0.0,MODERATE
321.0,J1,13,0,5.44,0.0,HIGH
321.0,J2,15,4,6.99,0.8,HIGH
321.0,J3,14,3,6.41,0.43,HIGH
321.0,J4,11,3,6.54,0.91,HIGH
326.0,J1,13,2,8.37,0.77,MODERATE
326.0,J2,19,7,7.87,2.0,HIGH
326.0,J3,16,4,8.62,1.56,MODERATE
326.0,J4,15,5,7.73,2.27,MODERATE
331.0,J1,16,3,9.88,1.5,MODERATE
331.0,J2,20,6,7.38,3.4,HIGH
331.0,J3,15,6,6.71,3.13,HIGH
331.0,J4,13,5,7.01,4.54,MODERATE
336.0,J1,11,3,7.2,3.55,MODERATE
336.0,J2,19,7,6.51,5.37,HIGH
336.0,J3,10,6,4.8,7.5,HIGH
336.0,J4,14,6,6.55,6.14,HIGH
341.0,J1,10,4,6.39,5.8,HIGH
341.0,J2,20,9,5.9,7.1,HIGH
341.0,J3,13,7,4.15,8.08,HIGH
341.0,J4,12,6,5.48,9.67,HIGH
346.0,J1,8,5,5.01,10.0,HIGH
346.0,J2,17,9,4.23,11.0,HIGH
346.0,J3,11,7,4.33,12.55,HIGH
346.0,J4,8,6,2.31,18.25,CRITICAL
351.0,J1,10,5,4.54,10.5,HIGH
351.0,J2,18,10,4.22,13.17,HIGH
351.0,J3,13,7,3.51,13.31,HIGH
351.0,J4,11,7,3.77,16.18,CRITICAL
356.0,J1,10,6,3.48,13.5,HIGH
356.0,J2,18,12,3.54,16.17,CRITICAL
356.0,J3,13,9,3.74,16.77,CRITICAL
356.0,J4,11,7,4.7,19.36,HIGH
361.0,J1,10,4,6.07,5.4,HIGH
361.0,J2,13,9,3.55,11.08,HIGH
361.0,J3,10,5,2.64,6.6,HIGH
361.0,J4,8,4,4.29,6.62,HIGH
366.0,J1,12,1,8.11,0.17,MODERATE
366.0,J2,16,0,7.09,0.0,MODERATE
366.0,J3,14,3,7.1,0.64,MODERATE
366.0,J4,9,2,8.59,0.78,MODERATE
371.0,J1,13,2,8.68,0.92,MODERATE
371.0,J2,17,2,9.71,0.41,MODERATE
371.0,J3,18,3,9.24,1.33,MODERATE
371.0,J4,17,3,9.96,1.06,MODERATE
376.0,J1,13,4,7.59,2.38,MODERATE
376.0,J2,17,3,10.02,1.29,MODERATE
376.0,J3,15,4,9.31,2.93,MODERATE
376.0,J4,17,4,9.16,1.94,MODERATE
381.0,J1,15,5,7.65,3.6,MODERATE
381.0,J2,11,3,7.92,3.36,MODERATE
381.0,J3,15,5,8.21,4.4,MODERATE
381.0,J4,14,3,9.1,3.43,MODERATE
386.0,J1,12,6,5.28,6.67,HIGH
386.0,J2,9,4,6.61,6.22,HIGH
386.0,J3,13,5,6.68,7.0,HIGH
386.0,J4,14,3,9.25,4.5,MODERATE
391.0,J1,12,8,3.87,9.33,HIGH
391.0,J2,8,4,5.78,9.5,HIGH
391.0,J3,10,6,5.2,11.8,HIGH
391.0,J4,9,4,5.52,9.0,HIGH
396.0,J1,11,7,3.13,13.36,HIGH
396.0,J2,10,5,6.1,10.0,HIGH
396.0,J3,12,7,4.7,12.42,HIGH
396.0,J4,9,4,7.18,11.22,HIGH
401.0,J1,14,9,4.02,13.43,HIGH
401.0,J2,10,5,5.84,12.5,HIGH
401.0,J3,13,8,4.59,14.15,HIGH
401.0,J4,9,4,5.74,13.44,HIGH
406.0,J1,12,6,3.75,9.67,HIGH
406.0,J2,7,2,6.31,2.29,HIGH
406.0,J3,9,4,5.66,6.33,HIGH
406.0,J4,5,1,4.79,1.0,HIGH
411.0,J1,13,2,5.26,0.46,HIGH
411.0,J2,10,2,7.88,0.7,MODERATE
411.0,J3,13,2,6.32,0.15,HIGH
411.0,J4,9,2,8.63,0.78,MODERATE
416.0,J1,14,3,7.88,1.29,MODERATE
416.0,J2,15,3,9.06,1.47,MODERATE
416.0,J3,14,4,7.8,1.5,MODERATE
416.0,J4,12,2,9.26,1.42,MODERATE
421.0,J1,17,3,8.89,1.94,MODERATE
421.0,J2,16,4,8.24,2.44,MODERATE
421.0,J3,13,4,8.2,3.15,MODERATE
421.0,J4,12,4,7.68,2.58,MODERATE
426.0,J1,13,5,7.27,4.0,MODERATE
426.0,J2,18,5,8.05,3.39,MODERATE
426.0,J3,10,5,5.43,6.3,HIGH
426.0,J4,12,3,8.19,3.83,MODERATE
431.0,J1,10,5,5.6,7.4,HIGH
431.0,J2,16,7,5.82,5.56,HIGH
431.0,J3,11,5,5.39,8.0,HIGH
431.0,J4,8,3,6.8,7.62,HIGH
436.0,J1,10,5,4.16,9.9,HIGH
436.0,J2,15,8,4.22,8.47,HIGH
436.0,J3,11,7,3.74,10.82,HIGH
436.0,J4,8,4,5.63,9.88,HIGH
441.0,J1,12,7,4.46,10.75,HIGH
441.0,J2,14,9,3.15,12.14,HIGH
441.0,J3,12,7,4.5,12.83,HIGH
441.0,J4,7,4,4.99,14.14,HIGH
446.0,J1,12,7,4.59,13.5,HIGH
446.0,J2,17,9,4.53,12.65,HIGH
446.0,J3,13,8,3.96,14.69,HIGH
446.0,J4,9,5,4.06,13.56,HIGH
451.0,J1,11,4,4.52,6.73,HIGH
451.0,J2,16,8,2.95,8.69,HIGH
451.0,J3,10,4,6.09,7.0,HIGH
451.0,J4,6,2,7.76,4.33,MODERATE
456.0,J1,12,4,6.4,0.83,HIGH
456.0,J2,18,5,4.65,0.83,HIGH
456.0,J3,13,1,8.05,0.15,MODERATE
456.0,J4,8,1,8.05,0.25,MODERATE
461.0,J1,14,5,7.99,1.93,MODERATE
461.0,J2,20,5,7.64,1.75,MODERATE
461.0,J3,18,3,10.41,0.67,MODERATE
461.0,J4,13,3,9.7,1.0,MODERATE
466.0,J1,15,5,7.29,3.47,MODERATE
466.0,J2,22,6,8.55,2.86,HIGH
466.0,J3,17,3,8.98,1.59,MODERATE
466.0,J4,17,3,10.12,1.65,MODERATE
471.0,J1,16,6,6.91,5.06,HIGH
471.0,J2,16,6,7.71,5.81,HIGH
471.0,J3,12,4,8.05,3.75,MODERATE
471.0,J4,15,4,8.9,2.93,MODERATE
476.0,J1,13,7,5.18,8.62,HIGH
476.0,J2,12,7,4.47,10.33,HIGH
476.0,J3,10,4,5.71,6.5,HIGH
476.0,J4,12,4,7.59,5.33,MODERATE
481.0,J1,14,9,4.55,10.57,HIGH
481.0,J2,13,7,5.4,12.23,HIGH
481.0,J3,11,6,5.75,8.09,HIGH
481.0,J4,13,4,8.49,6.46,MODERATE
486.0,J1,13,9,3.9,14.54,HIGH
486.0,J2,14,8,4.05,13.93,HIGH
486.0,J3,12,6,6.23,9.67,HIGH
486.0,J4,8,4,5.87,13.0,HIGH
491.0,J1,13,9,2.67,18.0,CRITICAL
491.0,J2,14,8,5.2,16.79,HIGH
491.0,J3,12,6,4.94,12.17,HIGH
491.0,J4,9,6,4.07,14.0,HIGH
496.0,J1,12,6,3.99,9.75,HIGH
496.0,J2,12,3,5.1,5.67,HIGH
496.0,J3,9,3,7.82,3.78,MODERATE
496.0,J4,8,1,8.65,0.88,MODERATE
501.0,J1,10,2,7.25,0.2,MODERATE
501.0,J2,13,3,6.7,0.62,HIGH
501.0,J3,11,2,7.75,0.36,MODERATE
501.0,J4,11,2,7.1,0.45,MODERATE
506.0,J1,14,2,9.2,0.86,MODERATE
506.0,J2,22,6,8.33,1.27,HIGH
506.0,J3,14,5,8.0,1.5,MODERATE
506.0,J4,15,4,8.43,1.33,MODERATE
511.0,J1,14,3,10.05,1.86,MODERATE
511.0,J2,21,6,7.38,2.71,HIGH
511.0,J3,12,5,7.22,3.5,MODERATE
511.0,J4,13,5,7.46,3.38,MODERATE
516.0,J1,10,3,7.38,4.1,MODERATE
516.0,J2,21,7,7.64,4.29,HIGH
516.0,J3,11,6,4.94,6.09,HIGH
516.0,J4,12,6,6.03,5.83,HIGH
521.0,J1,9,4,4.79,6.67,HIGH
521.0,J2,17,9,5.27,7.47,HIGH
521.0,J3,11,6,4.62,8.64,HIGH
521.0,J4,11,6,5.26,9.09,HIGH
526.0,J1,9,5,5.62,9.11,HIGH
