scenario,timestamp,junction,vehicle_count,queue_length,average_speed,average_waiting,congestion_level
high,651.0,J1,15,7,6.0,5.0,HIGH
high,651.0,J2,15,6,6.7,5.2,HIGH
high,651.0,J3,11,5,5.92,4.27,MODERATE
high,651.0,J4,16,4,8.39,3.31,HIGH
high,656.0,J1,15,8,4.93,7.53,HIGH
high,656.0,J2,13,7,5.32,8.31,HIGH
high,656.0,J3,11,5,6.09,6.55,MODERATE
high,656.0,J4,17,5,7.7,4.35,HIGH
high,661.0,J1,16,11,3.74,9.81,CRITICAL
high,661.0,J2,13,8,4.74,11.0,HIGH
high,661.0,J3,12,6,5.28,8.42,HIGH
high,661.0,J4,13,5,6.61,7.62,MODERATE
high,666.0,J1,17,12,3.65,12.12,CRITICAL
high,666.0,J2,12,8,3.87,15.08,HIGH
high,666.0,J3,12,8,3.57,11.33,HIGH
high,666.0,J4,12,6,5.06,10.5,HIGH
high,671.0,J1,17,12,2.89,15.41,CRITICAL
high,671.0,J2,14,9,3.9,15.86,HIGH
high,671.0,J3,14,8,4.45,12.5,HIGH
high,671.0,J4,10,6,4.95,15.6,HIGH
high,676.0,J1,19,16,1.87,10.53,CRITICAL
high,676.0,J2,15,11,3.55,6.87,CRITICAL
high,676.0,J3,16,12,2.91,6.25,CRITICAL
high,676.0,J4,11,8,3.65,3.09,HIGH
high,681.0,J1,22,11,4.21,0.82,CRITICAL
high,681.0,J2,16,3,6.45,0.5,HIGH
high,681.0,J3,19,9,4.47,0.58,HIGH
high,681.0,J4,9,2,7.45,0.56,MODERATE
high,686.0,J1,25,6,6.75,0.92,CRITICAL
high,686.0,J2,15,5,7.21,1.73,HIGH
high,686.0,J3,18,5,8.06,1.94,HIGH
high,686.0,J4,12,3,9.59,1.17,MODERATE
high,691.0,J1,18,4,7.52,2.33,HIGH
high,691.0,J2,21,8,7.25,2.52,HIGH
high,691.0,J3,12,7,5.26,5.0,HIGH
high,691.0,J4,12,4,8.08,2.42,MODERATE
high,696.0,J1,13,5,5.75,5.08,MODERATE
high,696.0,J2,21,9,6.43,4.29,HIGH
high,696.0,J3,13,9,3.63,7.23,HIGH
high,696.0,J4,8,4,6.04,6.12,MODERATE
high,701.0,J1,12,6,5.56,7.92,HIGH
high,701.0,J2,21,11,4.81,6.52,CRITICAL
high,701.0,J3,13,8,4.19,10.23,HIGH
high,701.0,J4,8,5,3.98,8.75,HIGH
high,706.0,J1,13,7,4.87,9.77,HIGH
high,706.0,J2,19,12,3.62,9.95,CRITICAL
high,706.0,J3,14,10,3.43,12.43,CRITICAL
high,706.0,J4,9,6,3.71,10.56,HIGH
high,711.0,J1,13,9,3.67,12.77,HIGH
high,711.0,J2,21,15,3.03,11.95,CRITICAL
high,711.0,J3,17,11,3.5,13.29,CRITICAL
high,711.0,J4,8,6,3.09,15.38,HIGH
high,716.0,J1,14,10,3.21,15.07,CRITICAL
high,716.0,J2,22,16,3.23,14.55,CRITICAL
high,716.0,J3,17,12,3.14,16.53,CRITICAL
high,716.0,J4,10,7,3.56,15.3,HIGH
high,721.0,J1,17,12,2.86,7.82,CRITICAL
high,721.0,J2,22,17,2.53,12.32,CRITICAL
high,721.0,J3,19,17,1.74,9.11,CRITICAL
high,721.0,J4,12,11,1.45,3.25,CRITICAL
high,726.0,J1,19,7,5.6,0.11,HIGH
high,726.0,J2,25,14,3.98,1.84,CRITICAL
high,726.0,J3,17,6,5.68,0.47,HIGH
high,726.0,J4,9,2,7.17,0.89,MODERATE
high,731.0,J1,21,4,8.86,0.76,HIGH
high,731.0,J2,25,9,6.01,0.8,CRITICAL
high,731.0,J3,19,2,8.95,0.89,HIGH
high,731.0,J4,13,3,8.85,1.38,MODERATE
high,736.0,J1,19,6,7.62,2.21,HIGH
high,736.0,J2,19,5,6.61,2.05,HIGH
high,736.0,J3,17,3,9.28,1.76,HIGH
high,736.0,J4,13,3,8.91,2.38,MODERATE
high,741.0,J1,17,8,5.76,4.41,HIGH
high,741.0,J2,13,5,7.13,4.62,MODERATE
high,741.0,J3,13,4,7.74,3.69,MODERATE
high,741.0,J4,16,4,8.31,2.88,HIGH
high,746.0,J1,16,10,4.89,6.94,CRITICAL
high,746.0,J2,11,6,5.54,7.73,HIGH
high,746.0,J3,10,6,4.53,7.1,HIGH
high,746.0,J4,16,4,8.29,4.12,HIGH
high,751.0,J1,15,10,3.59,10.4,CRITICAL
high,751.0,J2,11,6,4.33,10.45,HIGH
high,751.0,J3,12,6,5.4,8.42,HIGH
high,751.0,J4,13,5,6.87,6.62,MODERATE
high,756.0,J1,16,11,3.1,12.94,CRITICAL
high,756.0,J2,13,8,4.6,11.38,HIGH
high,756.0,J3,14,7,5.36,9.57,HIGH
high,756.0,J4,10,5,6.45,10.9,MODERATE
high,761.0,J1,19,14,3.19,13.95,CRITICAL
high,761.0,J2,14,8,4.87,13.07,HIGH
high,761.0,J3,13,8,3.75,13.23,HIGH
high,761.0,J4,11,7,4.98,12.27,HIGH
high,766.0,J1,19,15,2.28,11.05,CRITICAL
high,766.0,J2,15,9,4.25,4.27,HIGH
high,766.0,J3,16,11,3.52,8.12,CRITICAL
high,766.0,J4,11,7,4.99,4.09,HIGH
high,771.0,J1,20,9,4.43,0.9,HIGH
high,771.0,J2,15,5,5.89,0.4,HIGH
high,771.0,J3,18,6,5.1,0.67,HIGH
high,771.0,J4,12,3,6.34,0.67,MODERATE
high,776.0,J1,25,3,7.28,0.68,CRITICAL
high,776.0,J2,16,5,7.78,1.5,HIGH
high,776.0,J3,18,6,8.2,1.72,HIGH
high,776.0,J4,14,4,8.42,1.86,MODERATE
high,781.0,J1,19,4,7.83,1.84,HIGH
high,781.0,J2,18,7,7.14,2.72,HIGH
high,781.0,J3,12,6,5.59,4.83,HIGH
high,781.0,J4,15,5,7.53,3.13,HIGH
high,786.0,J1,13,5,6.32,4.31,MODERATE
high,786.0,J2,21,8,7.08,4.05,HIGH
high,786.0,J3,12,7,4.14,7.42,HIGH
high,786.0,J4,12,5,6.18,6.0,MODERATE
high,791.0,J1,11,6,4.84,7.45,HIGH
high,791.0,J2,21,11,5.68,6.05,CRITICAL
high,791.0,J3,14,8,3.92,8.93,HIGH
high,791.0,J4,10,6,4.54,9.9,HIGH
high,796.0,J1,12,7,4.64,9.5,HIGH
high,796.0,J2,17,11,3.68,10.41,CRITICAL
high,796.0,J3,13,9,3.45,12.92,HIGH
high,796.0,J4,10,7,2.88,13.0,CRITICAL
high,801.0,J1,14,8,4.47,10.79,HIGH
high,801.0,J2,18,14,2.8,12.94,CRITICAL
high,801.0,J3,16,12,2.93,13.06,CRITICAL
high,801.0,J4,12,8,3.64,13.75,HIGH
high,806.0,J1,14,9,3.24,13.79,HIGH
high,806.0,J2,20,15,2.51,14.85,CRITICAL
high,806.0,J3,16,12,2.62,16.5,CRITICAL
high,806.0,J4,12,8,3.9,16.92,HIGH
high,811.0,J1,16,11,2.98,7.44,CRITICAL
high,811.0,J2,22,18,1.97,11.23,CRITICAL
high,811.0,J3,17,14,2.28,9.18,CRITICAL
high,811.0,J4,13,9,3.25,6.69,HIGH
high,816.0,J1,18,7,5.7,0.39,HIGH
high,816.0,J2,21,12,3.1,1.86,CRITICAL
high,816.0,J3,16,6,5.36,0.06,HIGH
high,816.0,J4,12,2,7.52,0.33,MODERATE
high,821.0,J1,22,6,7.85,1.09,HIGH
high,821.0,J2,26,8,6.12,0.62,CRITICAL
high,821.0,J3,18,3,9.35,0.61,HIGH
high,821.0,J4,11,3,8.97,1.55,MODERATE
high,826.0,J1,19,6,7.82,2.47,HIGH
high,826.0,J2,20,3,7.29,1.45,HIGH
high,826.0,J3,16,3,9.1,1.56,HIGH
high,826.0,J4,12,4,7.8,2.67,MODERATE
high,831.0,J1,16,8,5.56,4.81,HIGH
high,831.0,J2,15,5,7.73,3.13,HIGH
high,831.0,J3,12,4,7.37,3.67,MODERATE
high,831.0,J4,15,4,8.14,3.47,HIGH
high,836.0,J1,13,9,2.88,9.15,CRITICAL
high,836.0,J2,10,5,6.3,6.8,MODERATE
high,836.0,J3,11,5,5.99,5.91,MODERATE
high,836.0,J4,16,4,8.11,4.5,HIGH
high,841.0,J1,17,12,3.33,9.76,CRITICAL
high,841.0,J2,10,6,4.79,9.3,HIGH
high,841.0,J3,13,6,5.5,7.08,HIGH
high,841.0,J4,15,5,7.6,6.27,HIGH
high,846.0,J1,18,13,3.63,12.33,CRITICAL
high,846.0,J2,13,7,5.02,9.38,HIGH
high,846.0,J3,14,7,5.42,9.0,HIGH
high,846.0,J4,10,6,4.6,11.9,HIGH
high,851.0,J1,19,13,3.27,14.95,CRITICAL
high,851.0,J2,12,7,5.03,12.92,HIGH
high,851.0,J3,13,8,4.25,12.54,HIGH
high,851.0,J4,10,6,4.58,14.6,HIGH
high,856.0,J1,21,16,2.78,10.76,CRITICAL
high,856.0,J2,13,8,3.5,5.46,HIGH
high,856.0,J3,15,10,4.01,5.93,CRITICAL
high,856.0,J4,12,8,4.12,2.0,HIGH
high,861.0,J1,23,13,3.69,1.04,CRITICAL
high,861.0,J2,14,3,5.78,0.43,MODERATE
high,861.0,J3,17,3,7.0,0.29,HIGH
high,861.0,J4,10,2,7.06,0.3,MODERATE
high,866.0,J1,26,6,6.77,1.12,CRITICAL
high,866.0,J2,16,5,7.33,1.44,HIGH
high,866.0,J3,15,5,7.95,1.2,HIGH
high,866.0,J4,16,5,8.74,1.12,HIGH
high,871.0,J1,21,5,7.41,2.57,HIGH
high,871.0,J2,18,5,7.23,2.44,HIGH
high,871.0,J3,11,5,6.62,3.73,MODERATE
high,871.0,J4,14,5,8.03,2.79,MODERATE
high,876.0,J1,16,8,6.05,5.12,HIGH
high,876.0,J2,20,8,6.46,3.6,HIGH
high,876.0,J3,11,6,5.69,6.09,HIGH
high,876.0,J4,10,6,5.22,6.4,HIGH
high,881.0,J1,14,8,4.85,8.5,HIGH
high,881.0,J2,20,9,5.64,5.45,HIGH
high,881.0,J3,13,9,3.31,7.62,HIGH
high,881.0,J4,10,7,2.98,9.4,CRITICAL
high,886.0,J1,14,10,3.7,11.36,CRITICAL
high,886.0,J2,20,11,4.72,7.65,CRITICAL
high,886.0,J3,13,9,3.65,10.69,HIGH
high,886.0,J4,11,7,4.22,11.64,HIGH
high,891.0,J1,15,10,3.75,13.67,CRITICAL
high,891.0,J2,18,14,2.88,11.39,CRITICAL
high,891.0,J3,12,10,1.94,15.0,CRITICAL
high,891.0,J4,12,8,3.25,13.58,HIGH
high,896.0,J1,16,11,3.35,16.0,CRITICAL
high,896.0,J2,20,16,2.29,13.55,CRITICAL
high,896.0,J3,15,12,2.23,15.33,CRITICAL
high,896.0,J4,12,8,3.78,16.83,HIGH
